folder,exp_name,approach,datasets,num_tasks,nc_first_task,scenario,seed,batch_size,clipping,exemplar_selection,lamb,T,alpha,beta,gamma,damping,fim_num_samples,fim_sampling_type,lr,lr_factor,network,nepochs,final_avg_acc_taw,final_avg_acc_tag,final_avg_taw_forg,final_avg_tag_forg
cifar100_icarl_mas_mas_4_25_lamb_100_seed0,mas_4_25_lamb_100_seed0,mas,cifar100_icarl,4,25,(4/25),0,128,10000,herding,100,,0.5,,,,,,0.1,3,resnet32,50,44.1,44.1,44.1,44.1
cifar100_icarl_lwf_lwf_10_10_lamb_2_T_5_seed0,lwf_10_10_lamb_2_T_5_seed0,lwf,cifar100_icarl,10,10,(10/10),0,128,10000,herding,2,5,,,,,,,0.1,3,resnet32,50,53.9,53.9,53.9,53.9
cifar100_icarl_path_integral_path_integral_2_50_lamb_0.05_damping_0.1_seed0,path_integral_2_50_lamb_0.05_damping_0.1_seed0,path_integral,cifar100_icarl,2,50,(2/50),0,128,10000,herding,0.05,,,,,0.1,,,0.1,3,resnet32,50,40.2,40.2,40.2,40.2
cifar100_icarl_ewc_ewc_4_25_lamb_500_seed0,ewc_4_25_lamb_500_seed0,ewc,cifar100_icarl,4,25,(4/25),0,128,10000,herding,500,,0.5,,,,,,0.1,3,resnet32,50,46.4,46.4,46.4,46.4
cifar100_icarl_mas_mas_4_25_lamb_3_seed0,mas_4_25_lamb_3_seed0,mas,cifar100_icarl,4,25,(4/25),0,128,10000,herding,3,,0.5,,,,,,0.1,3,resnet32,50,47.3,47.3,47.3,47.3
cifar100_icarl_ewc_ewc_3_33_34_lamb_1000_seed0,ewc_3_33_34_lamb_1000_seed0,ewc,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,1000,,0.5,,,,,,0.1,3,resnet32,50,40,40,40,40
cifar100_icarl_ewc_ewc_4_25_lamb_20000_seed0,ewc_4_25_lamb_20000_seed0,ewc,cifar100_icarl,4,25,(4/25),0,128,10000,herding,20000,,0.5,,,,,,0.1,3,resnet32,50,43.5,43.5,43.5,43.5
cifar100_icarl_mas_mas_10_10_lamb_5_seed0,mas_10_10_lamb_5_seed0,mas,cifar100_icarl,10,10,(10/10),0,128,10000,herding,5,,0.5,,,,,,0.1,3,resnet32,50,55.2,55.2,55.2,55.2
cifar100_icarl_mas_mas_4_25_lamb_0.5_seed0,mas_4_25_lamb_0.5_seed0,mas,cifar100_icarl,4,25,(4/25),0,128,10000,herding,0.5,,0.5,,,,,,0.1,3,resnet32,50,48.1,48.1,48.1,48.1
cifar100_icarl_ewc_ewc_4_25_lamb_1_seed0,ewc_4_25_lamb_1_seed0,ewc,cifar100_icarl,4,25,(4/25),0,128,10000,herding,1,,0.5,,,,,,0.1,3,resnet32,50,49.2,49.2,49.2,49.2
cifar100_icarl_r_walk_r_walk_5_20_lamb_1_alpha_0.3_seed0,r_walk_5_20_lamb_1_alpha_0.3_seed0,r_walk,cifar100_icarl,5,20,(5/20),0,128,10000,herding,1,,0.3,,,0.1,-1,max_pred,0.1,3,resnet32,50,45.9,45.9,45.9,45.9
cifar100_icarl_lwf_lwf_2_50_lamb_1_T_5_seed0,lwf_2_50_lamb_1_T_5_seed0,lwf,cifar100_icarl,2,50,(2/50),0,128,10000,herding,1,5,,,,,,,0.1,3,resnet32,50,41.1,41.1,41.1,41.1
cifar100_icarl_lwf_lwf_10_10_lamb_5_T_4_seed0,lwf_10_10_lamb_5_T_4_seed0,lwf,cifar100_icarl,10,10,(10/10),0,128,10000,herding,5,4,,,,,,,0.1,3,resnet32,50,50.6,50.6,50.6,50.6
cifar100_icarl_lwf_lwf_5_40_15_lamb_2_T_2_seed0,lwf_5_40_15_lamb_2_T_2_seed0,lwf,cifar100_icarl,5,40,(5/40-15),0,128,10000,herding,2,2,,,,,,,0.1,3,resnet32,50,42.9,42.9,42.9,42.9
cifar100_icarl_path_integral_path_integral_5_40_15_lamb_2_damping_0.1_seed0,path_integral_5_40_15_lamb_2_damping_0.1_seed0,path_integral,cifar100_icarl,5,40,(5/40-15),0,128,10000,herding,2,,,,,0.1,,,0.1,3,resnet32,50,45.4,45.4,45.4,45.4
cifar100_icarl_ewc_ewc_5_40_15_lamb_2000_seed0,ewc_5_40_15_lamb_2000_seed0,ewc,cifar100_icarl,5,40,(5/40-15),0,128,10000,herding,2000,,0.5,,,,,,0.1,3,resnet32,50,47.5,47.5,47.5,47.5
cifar100_icarl_mas_mas_10_10_lamb_1_seed0,mas_10_10_lamb_1_seed0,mas,cifar100_icarl,10,10,(10/10),0,128,10000,herding,1,,0.5,,,,,,0.1,3,resnet32,50,53.1,53.1,53.1,53.1
cifar100_icarl_path_integral_path_integral_4_25_lamb_0.15_damping_0.2_seed0,path_integral_4_25_lamb_0.15_damping_0.2_seed0,path_integral,cifar100_icarl,4,25,(4/25),0,128,10000,herding,0.15,,,,,0.2,,,0.1,3,resnet32,50,48.1,48.1,48.1,48.1
cifar100_icarl_path_integral_path_integral_5_20_lamb_1_damping_0.1_seed0,path_integral_5_20_lamb_1_damping_0.1_seed0,path_integral,cifar100_icarl,5,20,(5/20),0,128,10000,herding,1,,,,,0.1,,,0.1,3,resnet32,50,47.5,47.5,47.5,47.5
cifar100_icarl_r_walk_r_walk_4_25_lamb_3_alpha_0.6_seed0,r_walk_4_25_lamb_3_alpha_0.6_seed0,r_walk,cifar100_icarl,4,25,(4/25),0,128,10000,herding,3,,0.6,,,0.1,-1,max_pred,0.1,3,resnet32,50,44.3,44.3,44.3,44.3
cifar100_icarl_ewc_ewc_4_25_lamb_1000_seed0,ewc_4_25_lamb_1000_seed0,ewc,cifar100_icarl,4,25,(4/25),0,128,10000,herding,1000,,0.5,,,,,,0.1,3,resnet32,50,48.3,48.3,48.3,48.3
cifar100_icarl_lwm_lwm_5_20_beta_3_gamma_1_seed0,lwm_5_20_beta_3_gamma_1_seed0,lwm,cifar100_icarl,5,20,(5/20),0,128,10000,herding,,,,3,1,,,,0.1,3,resnet32,50,48.8,48.8,48.8,48.8
cifar100_icarl_mas_mas_3_33_34_lamb_3_seed0,mas_3_33_34_lamb_3_seed0,mas,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,3,,0.5,,,,,,0.1,3,resnet32,50,39.8,39.8,39.8,39.8
cifar100_icarl_lwf_lwf_10_10_lamb_0.5_T_2_seed0,lwf_10_10_lamb_0.5_T_2_seed0,lwf,cifar100_icarl,10,10,(10/10),0,128,10000,herding,0.5,2,,,,,,,0.1,3,resnet32,50,54,54,54,54
cifar100_icarl_path_integral_path_integral_5_20_lamb_0.2_damping_0.1_seed0,path_integral_5_20_lamb_0.2_damping_0.1_seed0,path_integral,cifar100_icarl,5,20,(5/20),0,128,10000,herding,0.2,,,,,0.1,,,0.1,3,resnet32,50,50.2,50.2,50.2,50.2
cifar100_icarl_ewc_ewc_10_10_lamb_20000_seed0,ewc_10_10_lamb_20000_seed0,ewc,cifar100_icarl,10,10,(10/10),0,128,10000,herding,20000,,0.5,,,,,,0.1,3,resnet32,50,49.7,49.7,49.7,49.7
cifar100_icarl_lwf_lwf_10_10_lamb_3_T_2_seed0,lwf_10_10_lamb_3_T_2_seed0,lwf,cifar100_icarl,10,10,(10/10),0,128,10000,herding,3,2,,,,,,,0.1,3,resnet32,50,50.5,50.5,50.5,50.5
cifar100_icarl_mas_mas_10_10_lamb_10_seed0,mas_10_10_lamb_10_seed0,mas,cifar100_icarl,10,10,(10/10),0,128,10000,herding,10,,0.5,,,,,,0.1,3,resnet32,50,54.1,54.1,54.1,54.1
cifar100_icarl_ewc_ewc_3_33_34_lamb_10000_seed0,ewc_3_33_34_lamb_10000_seed0,ewc,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,10000,,0.5,,,,,,0.1,3,resnet32,50,37.8,37.8,37.8,37.8
cifar100_icarl_ewc_ewc_2_50_lamb_500_seed0,ewc_2_50_lamb_500_seed0,ewc,cifar100_icarl,2,50,(2/50),0,128,10000,herding,500,,0.5,,,,,,0.1,3,resnet32,50,40.4,40.4,40.4,40.4
cifar100_icarl_lwf_lwf_5_20_lamb_1_T_2_seed0,lwf_5_20_lamb_1_T_2_seed0,lwf,cifar100_icarl,5,20,(5/20),0,128,10000,herding,1,2,,,,,,,0.1,3,resnet32,50,48,48,48,48
cifar100_icarl_ewc_ewc_5_20_lamb_10_seed0,ewc_5_20_lamb_10_seed0,ewc,cifar100_icarl,5,20,(5/20),0,128,10000,herding,10,,0.5,,,,,,0.1,3,resnet32,50,49.9,49.9,49.9,49.9
cifar100_icarl_lwf_lwf_5_20_lamb_0.5_T_4_seed0,lwf_5_20_lamb_0.5_T_4_seed0,lwf,cifar100_icarl,5,20,(5/20),0,128,10000,herding,0.5,4,,,,,,,0.1,3,resnet32,50,50.8,50.8,50.8,50.8
cifar100_icarl_lwf_lwf_3_33_34_lamb_1_T_2_seed0,lwf_3_33_34_lamb_1_T_2_seed0,lwf,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,1,2,,,,,,,0.1,3,resnet32,50,41.2,41.2,41.2,41.2
cifar100_icarl_mas_mas_3_33_34_lamb_1_seed0,mas_3_33_34_lamb_1_seed0,mas,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,1,,0.5,,,,,,0.1,3,resnet32,50,40.5,40.5,40.5,40.5
cifar100_icarl_mas_mas_2_50_lamb_0.5_seed0,mas_2_50_lamb_0.5_seed0,mas,cifar100_icarl,2,50,(2/50),0,128,10000,herding,0.5,,0.5,,,,,,0.1,3,resnet32,50,40.4,40.4,40.4,40.4
cifar100_icarl_r_walk_r_walk_4_25_lamb_5_alpha_0.5_seed0,r_walk_4_25_lamb_5_alpha_0.5_seed0,r_walk,cifar100_icarl,4,25,(4/25),0,128,10000,herding,5,,0.5,,,0.1,-1,max_pred,0.1,3,resnet32,50,43.8,43.8,43.8,43.8
cifar100_icarl_lwm_lwm_4_25_beta_1_gamma_10_seed0,lwm_4_25_beta_1_gamma_10_seed0,lwm,cifar100_icarl,4,25,(4/25),0,128,10000,herding,,,,1,10,,,,0.1,3,resnet32,50,46.1,46.1,46.1,46.1
cifar100_icarl_mas_mas_10_10_lamb_3_seed0,mas_10_10_lamb_3_seed0,mas,cifar100_icarl,10,10,(10/10),0,128,10000,herding,3,,0.5,,,,,,0.1,3,resnet32,50,52.9,52.9,52.9,52.9
cifar100_icarl_ewc_ewc_5_20_lamb_1000_seed0,ewc_5_20_lamb_1000_seed0,ewc,cifar100_icarl,5,20,(5/20),0,128,10000,herding,1000,,0.5,,,,,,0.1,3,resnet32,50,48.4,48.4,48.4,48.4
cifar100_icarl_ewc_ewc_5_40_15_lamb_20000_seed0,ewc_5_40_15_lamb_20000_seed0,ewc,cifar100_icarl,5,40,(5/40-15),0,128,10000,herding,20000,,0.5,,,,,,0.1,3,resnet32,50,46.8,46.8,46.8,46.8
cifar100_icarl_path_integral_path_integral_2_50_lamb_0.1_damping_0.05_seed0,path_integral_2_50_lamb_0.1_damping_0.05_seed0,path_integral,cifar100_icarl,2,50,(2/50),0,128,10000,herding,0.1,,,,,0.05,,,0.1,3,resnet32,50,39.1,39.1,39.1,39.1
cifar100_icarl_path_integral_path_integral_3_33_34_lamb_0.5_damping_0.1_seed0,path_integral_3_33_34_lamb_0.5_damping_0.1_seed0,path_integral,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,0.5,,,,,0.1,,,0.1,3,resnet32,50,39.2,39.2,39.2,39.2
cifar100_icarl_mas_mas_4_25_lamb_5_seed0,mas_4_25_lamb_5_seed0,mas,cifar100_icarl,4,25,(4/25),0,128,10000,herding,5,,0.5,,,,,,0.1,3,resnet32,50,46.6,46.6,46.6,46.6
cifar100_icarl_ewc_ewc_3_33_34_lamb_1_seed0,ewc_3_33_34_lamb_1_seed0,ewc,cifar100_icarl,3,33,(3/33-34),0,128,10000,herding,1,,0.5,,,,,,0.1,3,resnet32,50,41.4,41.4,41.4,41.4
cifar100_icarl_lwf_lwf_10_10_lamb_5_T_6_seed0,lwf_10_10_lamb_5_T_6_seed0,lwf,cifar100_icarl,10,10,(10/10),0,128,10000,herding,5,6,,,,,,,0.1,3,resnet32,50,51.6,51.6,51.6,51.6
cifar100_icarl_r_walk_r_walk_5_40_15_lamb_10_alpha_0.5_seed0,r_walk_5_40_15_lamb_10_alpha_0.5_seed0,r_walk,cifar100_icarl,5,40,(5/40-15),0,128,10000,herding,10,,0.5,,,0.1,-1,max_pred,0.1,3,resnet32,50,45.7,45.7,45.7,45.7
cifar100_icarl_lwf_lwf_4_25_lamb_1_T_5_seed0,lwf_4_25_lamb_1_T_5_seed0,lwf,cifar100_icarl,4,25,(4/25),0,128,10000,herding,1,5,,,,,,,0.1,3,resnet32,50,48.2,48.2,48.2,48.2
cifar100_icarl_mas_mas_2_50_lamb_100_seed0,mas_2_50_lamb_100_seed0,mas,cifar100_icarl,2,50,(2/50),0,128,10000,herding,100,,0.5,,,,,,0.1,3,resnet32,50,36.7,36.7,36.7,36.7
